,Material,Space Group,hform,Z_x,Electronegativity_x,IonizationPotential_x,ElectronAffinity_x,HOMO_x,LUMO_x,r_s_orbital_x,r_p_orbital_x,r_d_orbital_x,r_atomic_nonbonded_x,r_valence_lastorbital_x,r_covalent_x,Valence_x,PeriodicColumn_x,PeriodicColumn_upto18_x,NumberUnfilledOrbitals_x,Polarizability_x,Z_y,Electronegativity_y,IonizationPotential_y,ElectronAffinity_y,HOMO_y,LUMO_y,r_s_orbital_y,r_p_orbital_y,r_d_orbital_y,r_atomic_nonbonded_y,r_valence_lastorbital_y,r_covalent_y,Valence_y,PeriodicColumn_y,PeriodicColumn_upto18_y,NumberUnfilledOrbitals_y,Polarizability_y
187,HgI2,P-4m2,-0.35083086558769416,80,2.0,-10.719000000000001,1.6880000000000002,-6.808,0.8594,1.1675,1.8734,0.6158,1.49,1.1675,1.32,26.0,2.0,12.0,0.0,34.27,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
188,HgI2,P-3m1,-0.27993284470999785,80,2.0,-10.719000000000001,1.6880000000000002,-6.808,0.8594,1.1675,1.8734,0.6158,1.49,1.1675,1.32,26.0,2.0,12.0,0.0,34.27,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
189,InI2,P-6m2,-0.34048129296617596,49,1.78,-5.3158,-0.0113,-2.5181,2.6968,1.1407,1.5133,0.4929,1.44,1.5133,1.42,13.0,3.0,13.0,5.0,62.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
190,InI2,P-4m2,-0.39813725204770467,49,1.78,-5.3158,-0.0113,-2.5181,2.6968,1.1407,1.5133,0.4929,1.44,1.5133,1.42,13.0,3.0,13.0,5.0,62.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
191,InI2,P-3m1,-0.4155716524115869,49,1.78,-5.3158,-0.0113,-2.5181,2.6968,1.1407,1.5133,0.4929,1.44,1.5133,1.42,13.0,3.0,13.0,5.0,62.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
192,IrI2,P-3m1,0.24636185384606554,77,2.2,-8.8201,-2.541,-5.6901,0.5069,0.9966,1.4695,0.6939,1.37,0.6939,1.41,23.0,9.0,9.0,3.0,51.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
193,IrI2,P-4m2,0.4443432810632603,77,2.2,-8.8201,-2.541,-5.6901,0.5069,0.9966,1.4695,0.6939,1.37,0.6939,1.41,23.0,9.0,9.0,3.0,51.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
194,IrI2,P-6m2,0.6695939942119669,77,2.2,-8.8201,-2.541,-5.6901,0.5069,0.9966,1.4695,0.6939,1.37,0.6939,1.41,23.0,9.0,9.0,3.0,51.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
195,KI2,Pmm2,-0.7636400135698045,19,0.82,-4.3142,-0.4514,-2.3189,-0.40399999999999997,2.2049,0.9378,0.9378,1.96,2.2049,2.03,1.0,1.0,1.0,1.0,290.6,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
196,MgI2,P-3m1,-1.0803931844256256,12,1.31,-7.9325,1.5388,-4.7054,-1.0945,1.3518,1.6131,1.9324,1.3,1.3518,1.41,2.0,2.0,2.0,0.0,70.89,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
197,MgI2,P-6m2,-0.9214858519825692,12,1.31,-7.9325,1.5388,-4.7054,-1.0945,1.3518,1.6131,1.9324,1.3,1.3518,1.41,2.0,2.0,2.0,0.0,70.89,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
198,NbI2,P-6m2,-0.11562076249811189,41,1.6,-7.1783,-0.8556,-4.6186,-0.7269,1.5752,1.7332,0.7728,1.37,0.7728,1.64,5.0,5.0,5.0,7.0,106.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
199,NbI2,P-4m2,0.1296436262595808,41,1.6,-7.1783,-0.8556,-4.6186,-0.7269,1.5752,1.7332,0.7728,1.37,0.7728,1.64,5.0,5.0,5.0,7.0,106.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
200,NbI2,P-3m1,-0.17613102979853856,41,1.6,-7.1783,-0.8556,-4.6186,-0.7269,1.5752,1.7332,0.7728,1.37,0.7728,1.64,5.0,5.0,5.0,7.0,106.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
201,OsI2,P-4m2,0.8421344690243071,76,2.2,-9.1155,-1.8446,-6.0059,-0.0685,1.3156,1.5096,0.7190000000000001,1.28,0.7190000000000001,1.44,22.0,8.0,8.0,4.0,57.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
202,OsI2,P-3m1,0.4375517058183049,76,2.2,-9.1155,-1.8446,-6.0059,-0.0685,1.3156,1.5096,0.7190000000000001,1.28,0.7190000000000001,1.44,22.0,8.0,8.0,4.0,57.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
203,OsI2,P-6m2,1.0674670267340396,76,2.2,-9.1155,-1.8446,-6.0059,-0.0685,1.3156,1.5096,0.7190000000000001,1.28,0.7190000000000001,1.44,22.0,8.0,8.0,4.0,57.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
204,PbI2,P-3m1,-0.692421804330173,82,2.33,-6.54,-0.7047,-3.4960000000000004,2.5655,1.0396,1.4049,0.5676,1.47,1.4049,1.46,28.0,4.0,14.0,4.0,47.71,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
205,PbI2,P-6m2,-0.6144371888470056,82,2.33,-6.54,-0.7047,-3.4960000000000004,2.5655,1.0396,1.4049,0.5676,1.47,1.4049,1.46,28.0,4.0,14.0,4.0,47.71,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
206,PbI2,P-4m2,-0.5476825478204231,82,2.33,-6.54,-0.7047,-3.4960000000000004,2.5655,1.0396,1.4049,0.5676,1.47,1.4049,1.46,28.0,4.0,14.0,4.0,47.71,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
207,PdI2,P-4m2,0.015071701365100054,46,2.2,-8.97,-0.5361,-4.1184,-3.4298,1.4218,1.4577,0.5805,1.31,0.5805,1.39,10.0,10.0,10.0,0.0,32.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
208,PdI2,P-3m1,-0.0857762184181367,46,2.2,-8.97,-0.5361,-4.1184,-3.4298,1.4218,1.4577,0.5805,1.31,0.5805,1.39,10.0,10.0,10.0,0.0,32.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
209,PdI2,P-6m2,0.09885947302705518,46,2.2,-8.97,-0.5361,-4.1184,-3.4298,1.4218,1.4577,0.5805,1.31,0.5805,1.39,10.0,10.0,10.0,0.0,32.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
210,PtI2,P-3m1,0.09859524626119587,78,2.28,-9.1302,-2.2143,-5.312,0.8213,0.9879,1.4721,0.6707,1.28,0.6707,1.36,24.0,10.0,10.0,2.0,44.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
211,PtI2,P-4m2,0.15419902798363339,78,2.28,-9.1302,-2.2143,-5.312,0.8213,0.9879,1.4721,0.6707,1.28,0.6707,1.36,24.0,10.0,10.0,2.0,44.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
212,PtI2,P-6m2,0.3360760422917135,78,2.28,-9.1302,-2.2143,-5.312,0.8213,0.9879,1.4721,0.6707,1.28,0.6707,1.36,24.0,10.0,10.0,2.0,44.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
213,RbI2,Pmm2,-0.739226792406202,37,0.82,-4.1437,-0.4859,-2.2313,-0.1321,2.3142,2.517,1.9965,2.11,2.3142,2.2,1.0,1.0,1.0,1.0,318.8,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
214,RhI2,P-4m2,0.11623609991125268,45,2.28,-8.3124,-0.6679,-3.5046,-3.3159,1.4607,1.5004,0.6129,1.35,0.6129,1.42,9.0,9.0,9.0,3.0,58.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
215,RhI2,P-6m2,0.22988309484018346,45,2.28,-8.3124,-0.6679,-3.5046,-3.3159,1.4607,1.5004,0.6129,1.35,0.6129,1.42,9.0,9.0,9.0,3.0,58.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
216,RuI2,P-4m2,0.4213209940748642,44,2.2,-7.567,-1.0654,-3.596,1.1132,1.4868,1.548,0.6473,1.26,0.6473,1.46,8.0,8.0,8.0,4.0,65.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
217,RuI2,P-3m1,0.036925499288477326,44,2.2,-7.567,-1.0654,-3.596,1.1132,1.4868,1.548,0.6473,1.26,0.6473,1.46,8.0,8.0,8.0,4.0,65.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
218,ScI2,P-3m1,-1.140160612668236,21,1.36,-7.0542,0.8386,-3.2357,-0.1844,1.6506,1.6230000000000002,0.5809,1.44,0.5809,1.7,3.0,3.0,3.0,9.0,107.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
219,SnI2,P-3m1,-0.5385597834763249,50,1.96,-6.831,-0.8358,-3.6934,2.8969,1.0659999999999998,1.3554,0.4694,1.41,1.3554,1.39,14.0,4.0,14.0,4.0,56.34,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
220,SnI2,P-6m2,-0.4535982448533418,50,1.96,-6.831,-0.8358,-3.6934,2.8969,1.0659999999999998,1.3554,0.4694,1.41,1.3554,1.39,14.0,4.0,14.0,4.0,56.34,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
221,SnI2,P-4m2,-0.3813732237147048,50,1.96,-6.831,-0.8358,-3.6934,2.8969,1.0659999999999998,1.3554,0.4694,1.41,1.3554,1.39,14.0,4.0,14.0,4.0,56.34,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
222,SrI2,P-6m2,-1.6461234400467386,38,0.95,-5.8607,0.9177,-3.5253,-1.1102,1.9583,2.2671,1.0556,1.92,1.9583,1.95,2.0,2.0,2.0,0.0,197.2,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
223,SrI2,P-3m1,-1.742404594997587,38,0.95,-5.8607,0.9177,-3.5253,-1.1102,1.9583,2.2671,1.0556,1.92,1.9583,1.95,2.0,2.0,2.0,0.0,197.2,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
224,SrI2,P-4m2,-1.5543485697461488,38,0.95,-5.8607,0.9177,-3.5253,-1.1102,1.9583,2.2671,1.0556,1.92,1.9583,1.95,2.0,2.0,2.0,0.0,197.2,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
225,TaI2,P-6m2,0.11044803317544567,73,1.5,-7.6933,0.2096,-3.5963,-0.4436,1.4665,1.6644,0.8370000000000001,1.38,0.8370000000000001,1.7,19.0,5.0,5.0,7.0,88.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
226,TaI2,P-3m1,0.0725082040753738,73,1.5,-7.6933,0.2096,-3.5963,-0.4436,1.4665,1.6644,0.8370000000000001,1.38,0.8370000000000001,1.7,19.0,5.0,5.0,7.0,88.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
227,TaI2,P-4m2,0.33302497583593765,73,1.5,-7.6933,0.2096,-3.5963,-0.4436,1.4665,1.6644,0.8370000000000001,1.38,0.8370000000000001,1.7,19.0,5.0,5.0,7.0,88.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
228,TiI2,P-6m2,-0.6695438279549114,22,1.54,-7.3405,0.2887,-4.2515,-0.1659,1.5455,1.5379,0.5192,1.36,0.5192,1.6,4.0,4.0,4.0,8.0,92.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
229,TlI2,P-4m2,-0.31582619440360177,81,2.04,-5.1215,0.0916,-2.3692,2.6329,1.0974,1.5446,0.5904,1.48,1.5446,1.45,27.0,3.0,13.0,5.0,51.6,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
230,TlI2,P-3m1,-0.3327991977227593,81,2.04,-5.1215,0.0916,-2.3692,2.6329,1.0974,1.5446,0.5904,1.48,1.5446,1.45,27.0,3.0,13.0,5.0,51.6,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
231,TlI2,P-6m2,-0.27415979896200743,81,2.04,-5.1215,0.0916,-2.3692,2.6329,1.0974,1.5446,0.5904,1.48,1.5446,1.45,27.0,3.0,13.0,5.0,51.6,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
232,WI2,P-4m2,0.7826859317666172,74,2.36,-8.8329,-0.4374,-4.4864,-0.3665,1.4074,1.6061,0.7906,1.46,0.7906,1.62,20.0,6.0,6.0,6.0,75.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
233,WI2,P-6m2,0.8506814957641353,74,2.36,-8.8329,-0.4374,-4.4864,-0.3665,1.4074,1.6061,0.7906,1.46,0.7906,1.62,20.0,6.0,6.0,6.0,75.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
234,WI2,P-3m1,0.6642501795090391,74,2.36,-8.8329,-0.4374,-4.4864,-0.3665,1.4074,1.6061,0.7906,1.46,0.7906,1.62,20.0,6.0,6.0,6.0,75.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
235,YI2,P-3m1,-1.2679246856811106,39,1.22,-6.1707,0.6624,-2.5187,-0.9887,1.7851,1.9482,0.9426,1.62,0.9426,1.9,3.0,3.0,3.0,9.0,153.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
236,ZnI2,P-4m2,-0.6127948218876155,30,1.65,-9.8943,1.9968,-5.9772,-0.7858,1.1068,1.6435,0.2997,1.31,1.1068,1.22,12.0,2.0,12.0,0.0,38.666,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
237,ZnI2,P-3m1,-0.4914089172036397,30,1.65,-9.8943,1.9968,-5.9772,-0.7858,1.1068,1.6435,0.2997,1.31,1.1068,1.22,12.0,2.0,12.0,0.0,38.666,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
238,ZnI2,P-6m2,-0.31124013947473017,30,1.65,-9.8943,1.9968,-5.9772,-0.7858,1.1068,1.6435,0.2997,1.31,1.1068,1.22,12.0,2.0,12.0,0.0,38.666,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
239,ZrI2,P-3m1,-0.7728056585289332,40,1.33,-6.6339,-0.0117,-3.6022,-0.5279,1.6694,1.7575,0.8444,1.48,0.8444,1.75,4.0,4.0,4.0,8.0,121.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
240,ZrI2,P-6m2,-0.8814976344423903,40,1.33,-6.6339,-0.0117,-3.6022,-0.5279,1.6694,1.7575,0.8444,1.48,0.8444,1.75,4.0,4.0,4.0,8.0,121.0,53,2.66,-11.0916,-3.3175,-7.0839,4.2268,0.9024,1.0749,0.4119,1.33,1.0749,1.39,17.0,7.0,17.0,1.0,34.6
241,AgSe2,P-4m2,0.11237558315535938,47,1.93,-7.8182,-1.2721,-4.4022,0.9657,1.3241,1.4180000000000001,0.5486,1.53,1.3241,1.45,11.0,1.0,11.0,1.0,52.5,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
242,AsSe2,P-3m1,2.7934694096861296e-05,33,2.18,-9.0974,-1.6025,-5.1964,4.1976,0.8558,1.0507,0.2524,1.19,1.0507,1.19,15.0,5.0,15.0,3.0,29.8,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
243,AsSe2,P-6m2,0.20109766792571962,33,2.18,-9.0974,-1.6025,-5.1964,4.1976,0.8558,1.0507,0.2524,1.19,1.0507,1.19,15.0,5.0,15.0,3.0,29.8,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
244,AuSe2,P-6m2,0.3612784221089254,79,2.54,-9.3842,-2.3142,-5.7531,0.7024,1.2274,1.4369,0.6436,1.44,1.2274,1.36,25.0,1.0,11.0,1.0,36.1,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
245,AuSe2,P-3m1,0.18121427575686688,79,2.54,-9.3842,-2.3142,-5.7531,0.7024,1.2274,1.4369,0.6436,1.44,1.2274,1.36,25.0,1.0,11.0,1.0,36.1,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
246,AuSe2,P-4m2,0.20604046116560445,79,2.54,-9.3842,-2.3142,-5.7531,0.7024,1.2274,1.4369,0.6436,1.44,1.2274,1.36,25.0,1.0,11.0,1.0,36.1,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
247,BiSe2,P-3m1,-0.10611473745142597,83,2.02,-7.8723,-1.5162,-4.5686,2.1526,0.9899,1.3017,0.5469,1.46,1.3017,1.48,29.0,5.0,15.0,3.0,50.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
248,BiSe2,P-6m2,0.054986121339112515,83,2.02,-7.8723,-1.5162,-4.5686,2.1526,0.9899,1.3017,0.5469,1.46,1.3017,1.48,29.0,5.0,15.0,3.0,50.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
249,BiSe2,P-4m2,0.09081002662593818,83,2.02,-7.8723,-1.5162,-4.5686,2.1526,0.9899,1.3017,0.5469,1.46,1.3017,1.48,29.0,5.0,15.0,3.0,50.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
250,CaSe2,P-4m2,-0.44225459739489814,20,1.0,-6.2818,1.2046,-3.7676,-1.9349,1.7988,2.0269,0.695,1.74,1.7988,1.76,2.0,2.0,2.0,0.0,160.77,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
251,CdSe2,P-4m2,0.014226216843547412,48,1.69,-9.2605,1.6111,-5.657,-0.9432,1.2355,1.804,0.5192,1.48,1.2355,1.44,12.0,2.0,12.0,0.0,46.8,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
252,CrSe2,P-6m2,-0.48589935822663693,24,1.66,-7.3295,-0.7587,-4.4654,0.49,1.4266,1.4063,0.4392,1.27,0.4392,1.39,6.0,6.0,6.0,6.0,78.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
253,CrSe2,P-3m1,-0.3461538343901793,24,1.66,-7.3295,-0.7587,-4.4654,0.49,1.4266,1.4063,0.4392,1.27,0.4392,1.39,6.0,6.0,6.0,6.0,78.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
254,CuSe2,P-3m1,0.16672872233359115,29,1.9,-8.291,-1.4328,-4.6082,1.3569,1.2022,1.2492,0.319,1.38,1.2022,1.32,11.0,1.0,11.0,1.0,53.44,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
255,CuSe2,P-6m2,0.12224843287047804,29,1.9,-8.291,-1.4328,-4.6082,1.3569,1.2022,1.2492,0.319,1.38,1.2022,1.32,11.0,1.0,11.0,1.0,53.44,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
256,CuSe2,P-4m2,0.02762724979559413,29,1.9,-8.291,-1.4328,-4.6082,1.3569,1.2022,1.2492,0.319,1.38,1.2022,1.32,11.0,1.0,11.0,1.0,53.44,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
257,FeSe2,P-4m2,0.021992026170968515,26,1.83,-7.4058,-1.4423,-4.4232,-0.5256,1.3369,1.7071,0.3822,1.25,0.3822,1.32,8.0,8.0,8.0,4.0,58.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
258,GaSe2,P-4m2,-0.3429559308199159,31,1.81,-5.6321,0.1264,-2.5791,3.273,1.0027,1.344,0.2823,1.26,1.344,1.22,13.0,3.0,13.0,5.0,51.4,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
259,GeSe2,P-6m2,0.1543826801826048,32,2.01,-7.3928,-0.7121,-3.8948,3.4236,0.922,1.1721,0.2666,1.22,1.1721,1.2,14.0,4.0,14.0,4.0,39.43,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
260,GeSe2,P-4m2,-0.2145265717872983,32,2.01,-7.3928,-0.7121,-3.8948,3.4236,0.922,1.1721,0.2666,1.22,1.1721,1.2,14.0,4.0,14.0,4.0,39.43,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
261,GeSe2,P-3m1,-0.13679260014819583,32,2.01,-7.3928,-0.7121,-3.8948,3.4236,0.922,1.1721,0.2666,1.22,1.1721,1.2,14.0,4.0,14.0,4.0,39.43,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
262,HfSe2,P-3m1,-1.3490497529374856,72,1.3,-6.4985,0.7772,-2.6937,-0.4781,1.5366,1.7316,0.8951,1.5,0.8951,1.75,18.0,4.0,4.0,8.0,109.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
