,Material,Space Group,hform,Z_x,Electronegativity_x,IonizationPotential_x,ElectronAffinity_x,HOMO_x,LUMO_x,r_s_orbital_x,r_p_orbital_x,r_d_orbital_x,r_atomic_nonbonded_x,r_valence_lastorbital_x,r_covalent_x,Valence_x,PeriodicColumn_x,PeriodicColumn_upto18_x,NumberUnfilledOrbitals_x,Polarizability_x,Z_y,Electronegativity_y,IonizationPotential_y,ElectronAffinity_y,HOMO_y,LUMO_y,r_s_orbital_y,r_p_orbital_y,r_d_orbital_y,r_atomic_nonbonded_y,r_valence_lastorbital_y,r_covalent_y,Valence_y,PeriodicColumn_y,PeriodicColumn_upto18_y,NumberUnfilledOrbitals_y,Polarizability_y
263,HfSe2,P-6m2,-1.175477046681383,72,1.3,-6.4985,0.7772,-2.6937,-0.4781,1.5366,1.7316,0.8951,1.5,0.8951,1.75,18.0,4.0,4.0,8.0,109.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
264,HfSe2,P-4m2,-1.011812341390223,72,1.3,-6.4985,0.7772,-2.6937,-0.4781,1.5366,1.7316,0.8951,1.5,0.8951,1.75,18.0,4.0,4.0,8.0,109.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
265,HgSe2,P-4m2,0.24536819034641186,80,2.0,-10.719000000000001,1.6880000000000002,-6.808,0.8594,1.1675,1.8734,0.6158,1.49,1.1675,1.32,26.0,2.0,12.0,0.0,34.27,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
266,HgSe2,P-6m2,0.31434611259718476,80,2.0,-10.719000000000001,1.6880000000000002,-6.808,0.8594,1.1675,1.8734,0.6158,1.49,1.1675,1.32,26.0,2.0,12.0,0.0,34.27,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
267,InSe2,P-4m2,-0.20890460637903038,49,1.78,-5.3158,-0.0113,-2.5181,2.6968,1.1407,1.5133,0.4929,1.44,1.5133,1.42,13.0,3.0,13.0,5.0,62.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
268,IrSe2,P-4m2,0.09155411133122608,77,2.2,-8.8201,-2.541,-5.6901,0.5069,0.9966,1.4695,0.6939,1.37,0.6939,1.41,23.0,9.0,9.0,3.0,51.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
269,IrSe2,P-3m1,-0.2170027135001611,77,2.2,-8.8201,-2.541,-5.6901,0.5069,0.9966,1.4695,0.6939,1.37,0.6939,1.41,23.0,9.0,9.0,3.0,51.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
270,IrSe2,P-6m2,0.048204927157543175,77,2.2,-8.8201,-2.541,-5.6901,0.5069,0.9966,1.4695,0.6939,1.37,0.6939,1.41,23.0,9.0,9.0,3.0,51.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
271,KSe2,Pmm2,-0.01670225107381107,19,0.82,-4.3142,-0.4514,-2.3189,-0.40399999999999997,2.2049,0.9378,0.9378,1.96,2.2049,2.03,1.0,1.0,1.0,1.0,290.6,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
272,MoSe2,P-3m1,-0.47348637464438426,42,2.16,-6.8668,-1.5561,-4.3183,-0.1345,1.5418,1.6626,0.7271,1.45,0.7271,1.54,6.0,6.0,6.0,6.0,86.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
273,MoSe2,P-6m2,-0.7077534906148024,42,2.16,-6.8668,-1.5561,-4.3183,-0.1345,1.5418,1.6626,0.7271,1.45,0.7271,1.54,6.0,6.0,6.0,6.0,86.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
274,NbSe2,P-6m2,-0.8774122038581496,41,1.6,-7.1783,-0.8556,-4.6186,-0.7269,1.5752,1.7332,0.7728,1.37,0.7728,1.64,5.0,5.0,5.0,7.0,106.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
275,NbSe2,P-3m1,-0.8454282245687672,41,1.6,-7.1783,-0.8556,-4.6186,-0.7269,1.5752,1.7332,0.7728,1.37,0.7728,1.64,5.0,5.0,5.0,7.0,106.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
276,NiSe2,P-3m1,-0.25809522521307277,28,1.91,-7.5452,-1.2886,-4.3916,0.5082,1.2589,1.57,0.3377,1.21,0.3377,1.24,10.0,10.0,10.0,2.0,48.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
277,NiSe2,P-6m2,-0.07828721727599941,28,1.91,-7.5452,-1.2886,-4.3916,0.5082,1.2589,1.57,0.3377,1.21,0.3377,1.24,10.0,10.0,10.0,2.0,48.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
278,OsSe2,P-3m1,0.12056522288478651,76,2.2,-9.1155,-1.8446,-6.0059,-0.0685,1.3156,1.5096,0.7190000000000001,1.28,0.7190000000000001,1.44,22.0,8.0,8.0,4.0,57.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
279,OsSe2,P-6m2,0.14872946092931252,76,2.2,-9.1155,-1.8446,-6.0059,-0.0685,1.3156,1.5096,0.7190000000000001,1.28,0.7190000000000001,1.44,22.0,8.0,8.0,4.0,57.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
280,OsSe2,P-4m2,0.23651622758759908,76,2.2,-9.1155,-1.8446,-6.0059,-0.0685,1.3156,1.5096,0.7190000000000001,1.28,0.7190000000000001,1.44,22.0,8.0,8.0,4.0,57.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
281,PbSe2,P-4m2,-0.016761962497018484,82,2.33,-6.54,-0.7047,-3.4960000000000004,2.5655,1.0396,1.4049,0.5676,1.47,1.4049,1.46,28.0,4.0,14.0,4.0,47.71,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
282,PbSe2,P-3m1,-0.04127068501621759,82,2.33,-6.54,-0.7047,-3.4960000000000004,2.5655,1.0396,1.4049,0.5676,1.47,1.4049,1.46,28.0,4.0,14.0,4.0,47.71,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
283,PbSe2,P-6m2,-0.20860649176933718,82,2.33,-6.54,-0.7047,-3.4960000000000004,2.5655,1.0396,1.4049,0.5676,1.47,1.4049,1.46,28.0,4.0,14.0,4.0,47.71,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
284,PdSe2,P-6m2,-0.02306664924559539,46,2.2,-8.97,-0.5361,-4.1184,-3.4298,1.4218,1.4577,0.5805,1.31,0.5805,1.39,10.0,10.0,10.0,0.0,32.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
285,PdSe2,P-4m2,0.05928886785881934,46,2.2,-8.97,-0.5361,-4.1184,-3.4298,1.4218,1.4577,0.5805,1.31,0.5805,1.39,10.0,10.0,10.0,0.0,32.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
286,PdSe2,P-3m1,-0.26475788320032834,46,2.2,-8.97,-0.5361,-4.1184,-3.4298,1.4218,1.4577,0.5805,1.31,0.5805,1.39,10.0,10.0,10.0,0.0,32.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
287,PtSe2,P-4m2,0.13237828508900704,78,2.28,-9.1302,-2.2143,-5.312,0.8213,0.9879,1.4721,0.6707,1.28,0.6707,1.36,24.0,10.0,10.0,2.0,44.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
288,PtSe2,P-6m2,0.03821342238246631,78,2.28,-9.1302,-2.2143,-5.312,0.8213,0.9879,1.4721,0.6707,1.28,0.6707,1.36,24.0,10.0,10.0,2.0,44.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
289,PtSe2,P-3m1,-0.4133001782387969,78,2.28,-9.1302,-2.2143,-5.312,0.8213,0.9879,1.4721,0.6707,1.28,0.6707,1.36,24.0,10.0,10.0,2.0,44.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
290,RbSe2,Pmm2,0.13483054276072762,37,0.82,-4.1437,-0.4859,-2.2313,-0.1321,2.3142,2.517,1.9965,2.11,2.3142,2.2,1.0,1.0,1.0,1.0,318.8,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
291,ReSe2,P-4m2,0.23494193259590546,75,1.9,-9.41,-1.0563,-5.3736,-0.267,1.3561,1.5549,0.7516,1.59,0.7516,1.51,21.0,7.0,7.0,5.0,65.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
292,ReSe2,P-3m1,-0.030218099664608644,75,1.9,-9.41,-1.0563,-5.3736,-0.267,1.3561,1.5549,0.7516,1.59,0.7516,1.51,21.0,7.0,7.0,5.0,65.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
293,ReSe2,P-6m2,-0.09459063858175536,75,1.9,-9.41,-1.0563,-5.3736,-0.267,1.3561,1.5549,0.7516,1.59,0.7516,1.51,21.0,7.0,7.0,5.0,65.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
294,RhSe2,P-4m2,-0.03952744378386205,45,2.28,-8.3124,-0.6679,-3.5046,-3.3159,1.4607,1.5004,0.6129,1.35,0.6129,1.42,9.0,9.0,9.0,3.0,58.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
295,RhSe2,P-3m1,-0.32075843164135875,45,2.28,-8.3124,-0.6679,-3.5046,-3.3159,1.4607,1.5004,0.6129,1.35,0.6129,1.42,9.0,9.0,9.0,3.0,58.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
296,RhSe2,P-6m2,-0.15486927084723412,45,2.28,-8.3124,-0.6679,-3.5046,-3.3159,1.4607,1.5004,0.6129,1.35,0.6129,1.42,9.0,9.0,9.0,3.0,58.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
297,RuSe2,P-6m2,-0.10899046294684449,44,2.2,-7.567,-1.0654,-3.596,1.1132,1.4868,1.548,0.6473,1.26,0.6473,1.46,8.0,8.0,8.0,4.0,65.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
298,RuSe2,P-4m2,0.05434266900842862,44,2.2,-7.567,-1.0654,-3.596,1.1132,1.4868,1.548,0.6473,1.26,0.6473,1.46,8.0,8.0,8.0,4.0,65.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
299,SbSe2,P-3m1,-0.14776490309537435,51,2.05,-8.2918,-1.5672,-4.8268,4.7346,1.0035,1.24,0.4483,1.38,1.24,1.39,15.0,5.0,15.0,3.0,42.55,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
300,SbSe2,P-4m2,0.05059988786982039,51,2.05,-8.2918,-1.5672,-4.8268,4.7346,1.0035,1.24,0.4483,1.38,1.24,1.39,15.0,5.0,15.0,3.0,42.55,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
301,SbSe2,P-6m2,0.06701580060513734,51,2.05,-8.2918,-1.5672,-4.8268,4.7346,1.0035,1.24,0.4483,1.38,1.24,1.39,15.0,5.0,15.0,3.0,42.55,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
302,ScSe2,P-4m2,-0.8794687661985515,21,1.36,-7.0542,0.8386,-3.2357,-0.1844,1.6506,1.6230000000000002,0.5809,1.44,0.5809,1.7,3.0,3.0,3.0,9.0,107.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
303,ScSe2,P-3m1,-1.1728950027906653,21,1.36,-7.0542,0.8386,-3.2357,-0.1844,1.6506,1.6230000000000002,0.5809,1.44,0.5809,1.7,3.0,3.0,3.0,9.0,107.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
304,SnSe2,P-3m1,-0.3474164432017138,50,1.96,-6.831,-0.8358,-3.6934,2.8969,1.0659999999999998,1.3554,0.4694,1.41,1.3554,1.39,14.0,4.0,14.0,4.0,56.34,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
305,SnSe2,P-6m2,-0.08228818407349851,50,1.96,-6.831,-0.8358,-3.6934,2.8969,1.0659999999999998,1.3554,0.4694,1.41,1.3554,1.39,14.0,4.0,14.0,4.0,56.34,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
306,SnSe2,P-4m2,-0.29138253346173454,50,1.96,-6.831,-0.8358,-3.6934,2.8969,1.0659999999999998,1.3554,0.4694,1.41,1.3554,1.39,14.0,4.0,14.0,4.0,56.34,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
307,SrSe2,P-4m2,-0.2878960191495577,38,0.95,-5.8607,0.9177,-3.5253,-1.1102,1.9583,2.2671,1.0556,1.92,1.9583,1.95,2.0,2.0,2.0,0.0,197.2,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
308,TaSe2,P-6m2,-0.8374068015258563,73,1.5,-7.6933,0.2096,-3.5963,-0.4436,1.4665,1.6644,0.8370000000000001,1.38,0.8370000000000001,1.7,19.0,5.0,5.0,7.0,88.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
309,TaSe2,P-4m2,-0.36571791855945435,73,1.5,-7.6933,0.2096,-3.5963,-0.4436,1.4665,1.6644,0.8370000000000001,1.38,0.8370000000000001,1.7,19.0,5.0,5.0,7.0,88.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
310,TaSe2,P-3m1,-0.8145439768513102,73,1.5,-7.6933,0.2096,-3.5963,-0.4436,1.4665,1.6644,0.8370000000000001,1.38,0.8370000000000001,1.7,19.0,5.0,5.0,7.0,88.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
311,TiSe2,P-6m2,-1.0049232087240583,22,1.54,-7.3405,0.2887,-4.2515,-0.1659,1.5455,1.5379,0.5192,1.36,0.5192,1.6,4.0,4.0,4.0,8.0,92.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
312,TiSe2,P-4m2,-0.8611255371301437,22,1.54,-7.3405,0.2887,-4.2515,-0.1659,1.5455,1.5379,0.5192,1.36,0.5192,1.6,4.0,4.0,4.0,8.0,92.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
313,TiSe2,P-3m1,-1.1221233652574913,22,1.54,-7.3405,0.2887,-4.2515,-0.1659,1.5455,1.5379,0.5192,1.36,0.5192,1.6,4.0,4.0,4.0,8.0,92.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
314,TlSe2,P-4m2,0.13975251524432863,81,2.04,-5.1215,0.0916,-2.3692,2.6329,1.0974,1.5446,0.5904,1.48,1.5446,1.45,27.0,3.0,13.0,5.0,51.6,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
315,WSe2,P-6m2,-0.5943745345874092,74,2.36,-8.8329,-0.4374,-4.4864,-0.3665,1.4074,1.6061,0.7906,1.46,0.7906,1.62,20.0,6.0,6.0,6.0,75.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
316,WSe2,P-4m2,0.12072825020554016,74,2.36,-8.8329,-0.4374,-4.4864,-0.3665,1.4074,1.6061,0.7906,1.46,0.7906,1.62,20.0,6.0,6.0,6.0,75.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
317,WSe2,P-3m1,-0.3360582034569693,74,2.36,-8.8329,-0.4374,-4.4864,-0.3665,1.4074,1.6061,0.7906,1.46,0.7906,1.62,20.0,6.0,6.0,6.0,75.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
318,YSe2,P-4m2,-0.9186915853844558,39,1.22,-6.1707,0.6624,-2.5187,-0.9887,1.7851,1.9482,0.9426,1.62,0.9426,1.9,3.0,3.0,3.0,9.0,153.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
319,ZnSe2,P-4m2,-0.12447489742774387,30,1.65,-9.8943,1.9968,-5.9772,-0.7858,1.1068,1.6435,0.2997,1.31,1.1068,1.22,12.0,2.0,12.0,0.0,38.666,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
320,ZrSe2,P-6m2,-1.2232091273761743,40,1.33,-6.6339,-0.0117,-3.6022,-0.5279,1.6694,1.7575,0.8444,1.48,0.8444,1.75,4.0,4.0,4.0,8.0,121.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
321,ZrSe2,P-4m2,-1.0480737624920529,40,1.33,-6.6339,-0.0117,-3.6022,-0.5279,1.6694,1.7575,0.8444,1.48,0.8444,1.75,4.0,4.0,4.0,8.0,121.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
322,ZrSe2,P-3m1,-1.3672498309035443,40,1.33,-6.6339,-0.0117,-3.6022,-0.5279,1.6694,1.7575,0.8444,1.48,0.8444,1.75,4.0,4.0,4.0,8.0,121.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
323,CoSe2,P-4m2,0.021456314548036204,27,1.88,-7.4741,-1.3745,-4.4102,0.2412,1.2965,1.6081,0.359,1.26,0.359,1.26,9.0,9.0,9.0,3.0,53.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
324,CoSe2,P-6m2,-0.14531577501376822,27,1.88,-7.4741,-1.3745,-4.4102,0.2412,1.2965,1.6081,0.359,1.26,0.359,1.26,9.0,9.0,9.0,3.0,53.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
325,CoSe2,P-3m1,-0.2597087984566245,27,1.88,-7.4741,-1.3745,-4.4102,0.2412,1.2965,1.6081,0.359,1.26,0.359,1.26,9.0,9.0,9.0,3.0,53.0,34,2.55,-10.7939,-2.5344,-6.5105,4.7429,0.7997,0.9578,0.2397,1.16,0.9578,1.2,16.0,6.0,16.0,2.0,26.24
326,AgF2,P-4m2,-1.2157199520803907,47,1.93,-7.8182,-1.2721,-4.4022,0.9657,1.3241,1.4180000000000001,0.5486,1.53,1.3241,1.45,11.0,1.0,11.0,1.0,52.5,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
327,BaF2,P-4m2,-3.6397611909755345,56,0.89,-5.3475,1.0568,-3.2293,-1.9206,2.1967,2.3694,1.2663,1.98,2.1967,2.15,2.0,2.0,2.0,0.0,272.7,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
328,BiF2,P-4m2,-1.6568858917529565,83,2.02,-7.8723,-1.5162,-4.5686,2.1526,0.9899,1.3017,0.5469,1.46,1.3017,1.48,29.0,5.0,15.0,3.0,50.0,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
329,CaF2,P-4m2,-3.7212196707235172,20,1.0,-6.2818,1.2046,-3.7676,-1.9349,1.7988,2.0269,0.695,1.74,1.7988,1.76,2.0,2.0,2.0,0.0,160.77,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
330,CdF2,P-4m2,-2.087863958049627,48,1.69,-9.2605,1.6111,-5.657,-0.9432,1.2355,1.804,0.5192,1.48,1.2355,1.44,12.0,2.0,12.0,0.0,46.8,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
331,CuF2,P-4m2,-1.5147603015587723,29,1.9,-8.291,-1.4328,-4.6082,1.3569,1.2022,1.2492,0.319,1.38,1.2022,1.32,11.0,1.0,11.0,1.0,53.44,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
332,FeF2,P-4m2,-1.2679637820529372,26,1.83,-7.4058,-1.4423,-4.4232,-0.5256,1.3369,1.7071,0.3822,1.25,0.3822,1.32,8.0,8.0,8.0,4.0,58.0,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
333,GaF2,P-4m2,-2.066585207970013,31,1.81,-5.6321,0.1264,-2.5791,3.273,1.0027,1.344,0.2823,1.26,1.344,1.22,13.0,3.0,13.0,5.0,51.4,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
334,HfF2,P-4m2,-2.5240532699498264,72,1.3,-6.4985,0.7772,-2.6937,-0.4781,1.5366,1.7316,0.8951,1.5,0.8951,1.75,18.0,4.0,4.0,8.0,109.0,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
335,HgF2,P-4m2,-1.4137050966126734,80,2.0,-10.719000000000001,1.6880000000000002,-6.808,0.8594,1.1675,1.8734,0.6158,1.49,1.1675,1.32,26.0,2.0,12.0,0.0,34.27,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
336,InF2,P-4m2,-2.049971724511804,49,1.78,-5.3158,-0.0113,-2.5181,2.6968,1.1407,1.5133,0.4929,1.44,1.5133,1.42,13.0,3.0,13.0,5.0,62.0,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
337,MoF2,P-4m2,-1.6149169274694994,42,2.16,-6.8668,-1.5561,-4.3183,-0.1345,1.5418,1.6626,0.7271,1.45,0.7271,1.54,6.0,6.0,6.0,6.0,86.0,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
338,NbF2,P-4m2,-2.16525332102521,41,1.6,-7.1783,-0.8556,-4.6186,-0.7269,1.5752,1.7332,0.7728,1.37,0.7728,1.64,5.0,5.0,5.0,7.0,106.0,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
